"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA CONSUMPTION","05 Sep 2014","31.33","5.06","1.02"
"NIFTY INDIA CONSUMPTION","04 Sep 2014","31.43","5.08","1.02"
"NIFTY INDIA CONSUMPTION","03 Sep 2014","31.42","5.07","1.02"
"NIFTY INDIA CONSUMPTION","02 Sep 2014","31.30","5.05","1.02"
"NIFTY INDIA CONSUMPTION","01 Sep 2014","31.12","5.03","1.03"
"NIFTY INDIA CONSUMPTION","28 Aug 2014","30.68","4.95","1.04"
"NIFTY INDIA CONSUMPTION","27 Aug 2014","30.60","4.94","1.04"
"NIFTY INDIA CONSUMPTION","26 Aug 2014","30.46","4.92","1.05"
"NIFTY INDIA CONSUMPTION","25 Aug 2014","30.38","4.91","1.05"
"NIFTY INDIA CONSUMPTION","22 Aug 2014","30.33","4.90","1.05"
"NIFTY INDIA CONSUMPTION","21 Aug 2014","30.38","4.92","1.05"
"NIFTY INDIA CONSUMPTION","20 Aug 2014","29.82","4.88","1.06"
"NIFTY INDIA CONSUMPTION","19 Aug 2014","29.93","4.90","1.05"
"NIFTY INDIA CONSUMPTION","18 Aug 2014","29.59","4.84","1.06"
"NIFTY INDIA CONSUMPTION","14 Aug 2014","29.31","4.80","1.08"
"NIFTY INDIA CONSUMPTION","13 Aug 2014","29.28","4.78","1.08"
"NIFTY INDIA CONSUMPTION","12 Aug 2014","29.33","4.78","1.08"
"NIFTY INDIA CONSUMPTION","11 Aug 2014","29.28","4.78","1.08"
"NIFTY INDIA CONSUMPTION","08 Aug 2014","29.79","4.75","1.07"
"NIFTY INDIA CONSUMPTION","07 Aug 2014","30.02","4.76","1.06"
"NIFTY INDIA CONSUMPTION","06 Aug 2014","30.07","4.77","1.06"
"NIFTY INDIA CONSUMPTION","05 Aug 2014","30.27","4.80","1.06"
"NIFTY INDIA CONSUMPTION","04 Aug 2014","30.08","4.82","1.06"
"NIFTY INDIA CONSUMPTION","01 Aug 2014","29.80","4.78","1.07"
"NIFTY INDIA CONSUMPTION","31 Jul 2014","30.08","4.80","1.06"
"NIFTY INDIA CONSUMPTION","30 Jul 2014","30.30","4.86","1.03"
"NIFTY INDIA CONSUMPTION","28 Jul 2014","29.88","4.81","1.04"
"NIFTY INDIA CONSUMPTION","25 Jul 2014","29.91","4.82","1.04"
"NIFTY INDIA CONSUMPTION","24 Jul 2014","29.87","4.81","1.04"
"NIFTY INDIA CONSUMPTION","23 Jul 2014","29.77","4.80","1.04"
"NIFTY INDIA CONSUMPTION","22 Jul 2014","29.73","4.79","1.04"
"NIFTY INDIA CONSUMPTION","21 Jul 2014","29.54","4.74","1.05"
"NIFTY INDIA CONSUMPTION","18 Jul 2014","29.31","4.71","1.06"
"NIFTY INDIA CONSUMPTION","17 Jul 2014","29.49","4.79","1.04"
"NIFTY INDIA CONSUMPTION","16 Jul 2014","29.43","4.78","1.04"
"NIFTY INDIA CONSUMPTION","15 Jul 2014","29.22","4.74","1.05"
"NIFTY INDIA CONSUMPTION","14 Jul 2014","28.99","4.71","1.05"
"NIFTY INDIA CONSUMPTION","11 Jul 2014","28.88","4.84","1.07"
"NIFTY INDIA CONSUMPTION","10 Jul 2014","29.00","4.86","1.06"
"NIFTY INDIA CONSUMPTION","09 Jul 2014","29.17","4.89","1.06"
"NIFTY INDIA CONSUMPTION","08 Jul 2014","29.50","4.94","1.04"
"NIFTY INDIA CONSUMPTION","07 Jul 2014","30.09","5.04","1.02"
"NIFTY INDIA CONSUMPTION","04 Jul 2014","29.89","5.01","1.03"
"NIFTY INDIA CONSUMPTION","03 Jul 2014","29.82","5.00","1.03"
"NIFTY INDIA CONSUMPTION","02 Jul 2014","29.92","5.01","1.03"
"NIFTY INDIA CONSUMPTION","01 Jul 2014","29.50","4.95","1.04"
"NIFTY INDIA CONSUMPTION","30 Jun 2014","29.24","4.90","1.05"
"NIFTY INDIA CONSUMPTION","27 Jun 2014","29.02","4.87","1.06"
"NIFTY INDIA CONSUMPTION","26 Jun 2014","29.16","4.89","1.06"
"NIFTY INDIA CONSUMPTION","25 Jun 2014","29.22","4.90","1.05"
"NIFTY INDIA CONSUMPTION","24 Jun 2014","28.97","4.86","1.06"
"NIFTY INDIA CONSUMPTION","23 Jun 2014","28.79","4.82","1.07"
"NIFTY INDIA CONSUMPTION","20 Jun 2014","28.94","4.84","1.07"
"NIFTY INDIA CONSUMPTION","19 Jun 2014","28.98","4.85","1.07"
"NIFTY INDIA CONSUMPTION","18 Jun 2014","29.05","4.86","1.07"
"NIFTY INDIA CONSUMPTION","17 Jun 2014","29.17","4.88","1.06"
"NIFTY INDIA CONSUMPTION","16 Jun 2014","28.72","4.89","1.07"
"NIFTY INDIA CONSUMPTION","13 Jun 2014","28.75","4.89","1.07"
"NIFTY INDIA CONSUMPTION","12 Jun 2014","29.23","4.99","1.12"
"NIFTY INDIA CONSUMPTION","11 Jun 2014","29.23","4.99","1.12"
"NIFTY INDIA CONSUMPTION","10 Jun 2014","29.47","5.03","1.11"
"NIFTY INDIA CONSUMPTION","09 Jun 2014","29.29","5.00","1.11"
"NIFTY INDIA CONSUMPTION","06 Jun 2014","28.96","4.93","1.12"
"NIFTY INDIA CONSUMPTION","05 Jun 2014","28.56","4.86","1.13"
"NIFTY INDIA CONSUMPTION","04 Jun 2014","28.20","4.80","1.15"
"NIFTY INDIA CONSUMPTION","03 Jun 2014","28.14","4.78","1.15"
"NIFTY INDIA CONSUMPTION","02 Jun 2014","28.07","4.77","1.15"
"NIFTY INDIA CONSUMPTION","30 May 2014","27.85","4.72","1.16"
"NIFTY INDIA CONSUMPTION","29 May 2014","27.44","4.65","1.18"
"NIFTY INDIA CONSUMPTION","28 May 2014","27.61","4.67","1.18"
"NIFTY INDIA CONSUMPTION","27 May 2014","27.65","4.68","1.17"
"NIFTY INDIA CONSUMPTION","26 May 2014","27.76","4.70","1.17"
"NIFTY INDIA CONSUMPTION","23 May 2014","28.07","4.74","1.16"
"NIFTY INDIA CONSUMPTION","22 May 2014","27.61","4.68","1.17"
"NIFTY INDIA CONSUMPTION","21 May 2014","27.48","4.66","1.18"
"NIFTY INDIA CONSUMPTION","20 May 2014","27.38","4.64","1.18"
"NIFTY INDIA CONSUMPTION","19 May 2014","27.14","4.60","1.19"
"NIFTY INDIA CONSUMPTION","16 May 2014","27.16","4.61","1.19"
"NIFTY INDIA CONSUMPTION","15 May 2014","27.04","4.59","1.20"
"NIFTY INDIA CONSUMPTION","14 May 2014","27.13","4.60","1.19"
"NIFTY INDIA CONSUMPTION","13 May 2014","26.99","4.58","1.20"
"NIFTY INDIA CONSUMPTION","12 May 2014","26.59","4.51","1.22"
"NIFTY INDIA CONSUMPTION","09 May 2014","26.06","4.43","1.25"
"NIFTY INDIA CONSUMPTION","08 May 2014","25.60","4.35","1.27"
"NIFTY INDIA CONSUMPTION","07 May 2014","25.65","4.36","1.27"
"NIFTY INDIA CONSUMPTION","06 May 2014","25.85","4.39","1.26"
"NIFTY INDIA CONSUMPTION","05 May 2014","25.91","4.41","1.25"
"NIFTY INDIA CONSUMPTION","02 May 2014","26.94","4.42","1.25"
"NIFTY INDIA CONSUMPTION","30 Apr 2014","26.97","4.42","1.25"
"NIFTY INDIA CONSUMPTION","29 Apr 2014","27.14","4.44","1.25"
"NIFTY INDIA CONSUMPTION","28 Apr 2014","27.42","4.48","1.23"
"NIFTY INDIA CONSUMPTION","25 Apr 2014","27.58","4.51","1.23"
"NIFTY INDIA CONSUMPTION","23 Apr 2014","27.68","4.53","1.22"
"NIFTY INDIA CONSUMPTION","22 Apr 2014","27.68","4.53","1.22"
"NIFTY INDIA CONSUMPTION","21 Apr 2014","27.76","4.54","1.22"
"NIFTY INDIA CONSUMPTION","17 Apr 2014","27.52","4.51","1.23"
"NIFTY INDIA CONSUMPTION","16 Apr 2014","27.26","4.47","1.24"
"NIFTY INDIA CONSUMPTION","15 Apr 2014","27.40","4.49","1.23"
"NIFTY INDIA CONSUMPTION","11 Apr 2014","27.31","4.47","1.23"
"NIFTY INDIA CONSUMPTION","10 Apr 2014","27.47","4.50","1.22"
"NIFTY INDIA CONSUMPTION","09 Apr 2014","27.45","4.49","1.22"
"NIFTY INDIA CONSUMPTION","07 Apr 2014","27.26","4.46","1.23"
"NIFTY INDIA CONSUMPTION","04 Apr 2014","27.24","4.46","1.23"
"NIFTY INDIA CONSUMPTION","03 Apr 2014","27.41","4.49","1.23"
"NIFTY INDIA CONSUMPTION","02 Apr 2014","27.38","4.48","1.23"
"NIFTY INDIA CONSUMPTION","01 Apr 2014","27.33","4.47","1.23"
"NIFTY INDIA CONSUMPTION","31 Mar 2014","27.35","4.48","1.23"
"NIFTY INDIA CONSUMPTION","28 Mar 2014","27.18","4.45","1.24"
"NIFTY INDIA CONSUMPTION","27 Mar 2014","27.66","4.33","1.27"
"NIFTY INDIA CONSUMPTION","26 Mar 2014","27.33","4.27","1.28"
"NIFTY INDIA CONSUMPTION","25 Mar 2014","27.35","4.28","1.28"
"NIFTY INDIA CONSUMPTION","24 Mar 2014","27.22","4.26","1.29"
"NIFTY INDIA CONSUMPTION","22 Mar 2014","27.05","4.23","1.29"
"NIFTY INDIA CONSUMPTION","21 Mar 2014","26.98","4.22","1.30"
"NIFTY INDIA CONSUMPTION","20 Mar 2014","26.96","4.22","1.30"
"NIFTY INDIA CONSUMPTION","19 Mar 2014","27.02","4.23","1.30"
"NIFTY INDIA CONSUMPTION","18 Mar 2014","26.84","4.21","1.31"
"NIFTY INDIA CONSUMPTION","14 Mar 2014","26.52","4.16","1.32"
"NIFTY INDIA CONSUMPTION","13 Mar 2014","26.53","4.16","1.32"
"NIFTY INDIA CONSUMPTION","12 Mar 2014","26.54","4.16","1.32"
"NIFTY INDIA CONSUMPTION","11 Mar 2014","26.40","4.14","1.33"
"NIFTY INDIA CONSUMPTION","10 Mar 2014","26.53","4.16","1.32"
"NIFTY INDIA CONSUMPTION","07 Mar 2014","26.22","4.13","1.33"
"NIFTY INDIA CONSUMPTION","06 Mar 2014","25.87","4.08","1.35"
"NIFTY INDIA CONSUMPTION","05 Mar 2014","25.70","4.05","1.36"
"NIFTY INDIA CONSUMPTION","04 Mar 2014","25.79","4.06","1.35"
"NIFTY INDIA CONSUMPTION","03 Mar 2014","25.62","4.04","1.36"
"NIFTY INDIA CONSUMPTION","28 Feb 2014","25.78","4.06","1.35"
"NIFTY INDIA CONSUMPTION","26 Feb 2014","25.77","4.06","1.35"
"NIFTY INDIA CONSUMPTION","25 Feb 2014","25.68","4.05","1.36"
"NIFTY INDIA CONSUMPTION","24 Feb 2014","25.60","4.03","1.36"
"NIFTY INDIA CONSUMPTION","21 Feb 2014","25.47","4.02","1.37"
"NIFTY INDIA CONSUMPTION","20 Feb 2014","24.84","4.01","1.37"
"NIFTY INDIA CONSUMPTION","19 Feb 2014","24.97","4.03","1.36"
"NIFTY INDIA CONSUMPTION","18 Feb 2014","25.13","4.04","1.36"
"NIFTY INDIA CONSUMPTION","17 Feb 2014","25.02","4.02","1.36"
"NIFTY INDIA CONSUMPTION","14 Feb 2014","24.91","4.01","1.37"
"NIFTY INDIA CONSUMPTION","13 Feb 2014","24.93","4.01","1.37"
"NIFTY INDIA CONSUMPTION","12 Feb 2014","25.14","4.04","1.36"
"NIFTY INDIA CONSUMPTION","11 Feb 2014","25.19","4.05","1.36"
"NIFTY INDIA CONSUMPTION","10 Feb 2014","25.27","4.06","1.35"
"NIFTY INDIA CONSUMPTION","07 Feb 2014","25.42","4.13","1.36"
"NIFTY INDIA CONSUMPTION","06 Feb 2014","25.40","4.12","1.36"
"NIFTY INDIA CONSUMPTION","05 Feb 2014","25.16","4.08","1.37"
"NIFTY INDIA CONSUMPTION","04 Feb 2014","25.13","4.08","1.37"
"NIFTY INDIA CONSUMPTION","03 Feb 2014","24.97","4.05","1.38"
"NIFTY INDIA CONSUMPTION","31 Jan 2014","25.77","4.09","1.37"
"NIFTY INDIA CONSUMPTION","30 Jan 2014","25.51","4.05","1.38"
"NIFTY INDIA CONSUMPTION","29 Jan 2014","25.73","4.08","1.37"
"NIFTY INDIA CONSUMPTION","28 Jan 2014","25.74","4.07","1.38"
"NIFTY INDIA CONSUMPTION","27 Jan 2014","25.83","4.08","1.37"
"NIFTY INDIA CONSUMPTION","24 Jan 2014","26.29","4.16","1.35"
"NIFTY INDIA CONSUMPTION","23 Jan 2014","26.53","4.20","1.33"
"NIFTY INDIA CONSUMPTION","22 Jan 2014","26.57","4.20","1.33"
"NIFTY INDIA CONSUMPTION","21 Jan 2014","26.48","4.19","1.34"
"NIFTY INDIA CONSUMPTION","20 Jan 2014","26.54","4.20","1.33"
"NIFTY INDIA CONSUMPTION","17 Jan 2014","26.54","4.18","1.34"
"NIFTY INDIA CONSUMPTION","16 Jan 2014","26.58","4.18","1.34"
"NIFTY INDIA CONSUMPTION","15 Jan 2014","26.87","4.23","1.32"
"NIFTY INDIA CONSUMPTION","14 Jan 2014","26.67","4.20","1.33"
"NIFTY INDIA CONSUMPTION","13 Jan 2014","26.79","4.22","1.33"
"NIFTY INDIA CONSUMPTION","10 Jan 2014","26.93","4.22","1.33"
"NIFTY INDIA CONSUMPTION","09 Jan 2014","26.96","4.23","1.32"
"NIFTY INDIA CONSUMPTION","08 Jan 2014","27.12","4.25","1.32"
"NIFTY INDIA CONSUMPTION","07 Jan 2014","27.05","4.24","1.32"
"NIFTY INDIA CONSUMPTION","06 Jan 2014","27.06","4.25","1.32"
"NIFTY INDIA CONSUMPTION","03 Jan 2014","27.09","4.25","1.32"
"NIFTY INDIA CONSUMPTION","02 Jan 2014","27.06","4.25","1.32"
"NIFTY INDIA CONSUMPTION","01 Jan 2014","27.55","4.32","1.30"
"NIFTY INDIA CONSUMPTION","31 Dec 2013","27.38","4.30","1.30"
"NIFTY INDIA CONSUMPTION","30 Dec 2013","27.32","4.29","1.31"
"NIFTY INDIA CONSUMPTION","27 Dec 2013","27.36","4.29","1.30"
"NIFTY INDIA CONSUMPTION","26 Dec 2013","27.27","4.28","1.31"
"NIFTY INDIA CONSUMPTION","24 Dec 2013","27.27","4.28","1.31"
"NIFTY INDIA CONSUMPTION","23 Dec 2013","27.31","4.29","1.31"
"NIFTY INDIA CONSUMPTION","20 Dec 2013","27.33","4.29","1.31"
"NIFTY INDIA CONSUMPTION","19 Dec 2013","27.01","4.24","1.32"
"NIFTY INDIA CONSUMPTION","18 Dec 2013","27.16","4.26","1.31"
"NIFTY INDIA CONSUMPTION","17 Dec 2013","26.80","4.21","1.33"
"NIFTY INDIA CONSUMPTION","16 Dec 2013","26.63","4.18","1.34"
"NIFTY INDIA CONSUMPTION","13 Dec 2013","26.67","4.19","1.34"
"NIFTY INDIA CONSUMPTION","12 Dec 2013","26.93","4.23","1.33"
"NIFTY INDIA CONSUMPTION","11 Dec 2013","27.11","4.26","1.32"
"NIFTY INDIA CONSUMPTION","10 Dec 2013","27.23","4.27","1.31"
"NIFTY INDIA CONSUMPTION","09 Dec 2013","27.24","4.28","1.31"
"NIFTY INDIA CONSUMPTION","06 Dec 2013","26.85","4.22","1.32"
"NIFTY INDIA CONSUMPTION","05 Dec 2013","26.63","4.20","1.32"
"NIFTY INDIA CONSUMPTION","04 Dec 2013","26.59","4.20","1.33"
"NIFTY INDIA CONSUMPTION","03 Dec 2013","26.77","4.23","1.32"
"NIFTY INDIA CONSUMPTION","02 Dec 2013","26.87","4.24","1.31"
"NIFTY INDIA CONSUMPTION","29 Nov 2013","26.76","4.22","1.32"
"NIFTY INDIA CONSUMPTION","28 Nov 2013","26.59","4.21","1.32"
"NIFTY INDIA CONSUMPTION","27 Nov 2013","26.46","4.19","1.33"
"NIFTY INDIA CONSUMPTION","26 Nov 2013","26.44","4.21","1.28"
"NIFTY INDIA CONSUMPTION","25 Nov 2013","26.54","4.23","1.28"
"NIFTY INDIA CONSUMPTION","22 Nov 2013","26.16","4.17","1.29"
"NIFTY INDIA CONSUMPTION","21 Nov 2013","26.29","4.19","1.31"
"NIFTY INDIA CONSUMPTION","20 Nov 2013","26.67","4.25","1.29"
"NIFTY INDIA CONSUMPTION","19 Nov 2013","27.03","4.31","1.28"
"NIFTY INDIA CONSUMPTION","18 Nov 2013","26.92","4.29","1.28"
"NIFTY INDIA CONSUMPTION","14 Nov 2013","26.62","4.23","1.30"
"NIFTY INDIA CONSUMPTION","13 Nov 2013","26.30","4.18","1.31"
"NIFTY INDIA CONSUMPTION","12 Nov 2013","26.40","4.20","1.31"
"NIFTY INDIA CONSUMPTION","11 Nov 2013","26.51","4.22","1.30"
"NIFTY INDIA CONSUMPTION","08 Nov 2013","26.63","4.23","1.27"
"NIFTY INDIA CONSUMPTION","07 Nov 2013","26.86","4.28","1.26"
"NIFTY INDIA CONSUMPTION","06 Nov 2013","27.12","4.32","1.25"
"NIFTY INDIA CONSUMPTION","05 Nov 2013","27.37","4.35","1.24"
"NIFTY INDIA CONSUMPTION","03 Nov 2013","28.26","4.39","1.23"
"NIFTY INDIA CONSUMPTION","01 Nov 2013","28.19","4.38","1.23"
"NIFTY INDIA CONSUMPTION","31 Oct 2013","28.18","4.33","1.20"
"NIFTY INDIA CONSUMPTION","30 Oct 2013","28.03","4.32","1.21"
"NIFTY INDIA CONSUMPTION","29 Oct 2013","27.74","4.27","1.22"
"NIFTY INDIA CONSUMPTION","28 Oct 2013","27.18","4.19","1.24"
"NIFTY INDIA CONSUMPTION","25 Oct 2013","27.54","4.25","1.23"
"NIFTY INDIA CONSUMPTION","24 Oct 2013","27.86","4.30","1.20"
"NIFTY INDIA CONSUMPTION","23 Oct 2013","27.89","4.31","1.20"
"NIFTY INDIA CONSUMPTION","22 Oct 2013","27.93","4.31","1.20"
"NIFTY INDIA CONSUMPTION","21 Oct 2013","28.18","4.13","1.20"
"NIFTY INDIA CONSUMPTION","18 Oct 2013","27.97","4.10","1.21"
"NIFTY INDIA CONSUMPTION","17 Oct 2013","27.60","4.05","1.23"
"NIFTY INDIA CONSUMPTION","15 Oct 2013","27.45","4.03","1.23"
"NIFTY INDIA CONSUMPTION","14 Oct 2013","27.50","4.03","1.23"
"NIFTY INDIA CONSUMPTION","11 Oct 2013","27.62","4.05","1.23"
"NIFTY INDIA CONSUMPTION","10 Oct 2013","27.60","4.05","1.23"
"NIFTY INDIA CONSUMPTION","09 Oct 2013","27.52","4.04","1.23"
"NIFTY INDIA CONSUMPTION","08 Oct 2013","27.35","4.01","1.24"
"NIFTY INDIA CONSUMPTION","07 Oct 2013","27.28","4.00","1.24"
"NIFTY INDIA CONSUMPTION","04 Oct 2013","27.27","4.00","1.24"
"NIFTY INDIA CONSUMPTION","03 Oct 2013","27.23","4.03","1.22"
"NIFTY INDIA CONSUMPTION","01 Oct 2013","26.85","3.98","1.24"
"NIFTY INDIA CONSUMPTION","30 Sep 2013","26.80","3.97","1.24"
"NIFTY INDIA CONSUMPTION","27 Sep 2013","27.14","4.03","1.22"
"NIFTY INDIA CONSUMPTION","26 Sep 2013","27.12","4.03","1.21"
"NIFTY INDIA CONSUMPTION","25 Sep 2013","27.13","4.03","1.21"
"NIFTY INDIA CONSUMPTION","24 Sep 2013","27.14","4.03","1.08"
"NIFTY INDIA CONSUMPTION","23 Sep 2013","27.01","4.01","1.08"
"NIFTY INDIA CONSUMPTION","20 Sep 2013","27.30","4.10","1.07"
"NIFTY INDIA CONSUMPTION","19 Sep 2013","27.62","4.22","1.05"
"NIFTY INDIA CONSUMPTION","18 Sep 2013","26.71","4.12","1.09"
"NIFTY INDIA CONSUMPTION","17 Sep 2013","26.54","4.09","1.10"
"NIFTY INDIA CONSUMPTION","16 Sep 2013","26.53","4.16","1.09"
"NIFTY INDIA CONSUMPTION","13 Sep 2013","26.40","4.19","1.10"
"NIFTY INDIA CONSUMPTION","12 Sep 2013","26.39","4.22","1.11"
"NIFTY INDIA CONSUMPTION","11 Sep 2013","26.68","4.27","1.09"
"NIFTY INDIA CONSUMPTION","10 Sep 2013","26.63","4.26","1.10"
"NIFTY INDIA CONSUMPTION","06 Sep 2013","25.62","4.09","1.15"
"NIFTY INDIA CONSUMPTION","05 Sep 2013","25.53","4.07","1.15"
"NIFTY INDIA CONSUMPTION","04 Sep 2013","25.19","4.02","1.17"
"NIFTY INDIA CONSUMPTION","03 Sep 2013","24.81","3.96","1.19"
"NIFTY INDIA CONSUMPTION","02 Sep 2013","25.66","4.09","1.15"
"NIFTY INDIA CONSUMPTION","30 Aug 2013","25.31","4.04","1.16"
"NIFTY INDIA CONSUMPTION","29 Aug 2013","24.92","3.97","1.18"
"NIFTY INDIA CONSUMPTION","28 Aug 2013","24.33","3.88","1.21"
"NIFTY INDIA CONSUMPTION","27 Aug 2013","24.61","3.92","1.19"
"NIFTY INDIA CONSUMPTION","26 Aug 2013","25.36","4.04","1.16"
"NIFTY INDIA CONSUMPTION","23 Aug 2013","25.20","4.02","1.17"
"NIFTY INDIA CONSUMPTION","22 Aug 2013","24.95","3.99","1.18"
"NIFTY INDIA CONSUMPTION","21 Aug 2013","24.63","3.94","1.19"
"NIFTY INDIA CONSUMPTION","20 Aug 2013","25.12","4.01","1.17"
"NIFTY INDIA CONSUMPTION","19 Aug 2013","25.36","4.05","1.16"
"NIFTY INDIA CONSUMPTION","16 Aug 2013","26.26","4.15","1.13"
"NIFTY INDIA CONSUMPTION","14 Aug 2013","27.24","4.31","1.09"
"NIFTY INDIA CONSUMPTION","13 Aug 2013","27.07","4.28","1.10"
"NIFTY INDIA CONSUMPTION","12 Aug 2013","26.59","4.21","1.12"
"NIFTY INDIA CONSUMPTION","08 Aug 2013","26.33","4.12","1.12"
"NIFTY INDIA CONSUMPTION","07 Aug 2013","26.04","4.07","1.13"
"NIFTY INDIA CONSUMPTION","06 Aug 2013","26.27","4.09","1.13"
"NIFTY INDIA CONSUMPTION","05 Aug 2013","27.05","4.21","1.10"
"NIFTY INDIA CONSUMPTION","02 Aug 2013","26.84","4.21","1.10"
"NIFTY INDIA CONSUMPTION","01 Aug 2013","27.11","4.26","1.08"
"NIFTY INDIA CONSUMPTION","31 Jul 2013","27.32","4.29","1.08"
"NIFTY INDIA CONSUMPTION","30 Jul 2013","27.25","4.27","1.08"
"NIFTY INDIA CONSUMPTION","29 Jul 2013","27.68","4.36","1.06"
"NIFTY INDIA CONSUMPTION","26 Jul 2013","28.27","4.42","1.04"
"NIFTY INDIA CONSUMPTION","25 Jul 2013","28.67","4.44","1.03"
"NIFTY INDIA CONSUMPTION","24 Jul 2013","28.85","4.47","1.03"
"NIFTY INDIA CONSUMPTION","23 Jul 2013","29.01","4.49","1.02"
"NIFTY INDIA CONSUMPTION","22 Jul 2013","28.92","4.48","1.02"
"NIFTY INDIA CONSUMPTION","19 Jul 2013","28.89","4.47","1.03"
"NIFTY INDIA CONSUMPTION","18 Jul 2013","28.86","4.47","1.03"
"NIFTY INDIA CONSUMPTION","17 Jul 2013","28.48","4.41","1.04"
"NIFTY INDIA CONSUMPTION","16 Jul 2013","28.14","4.36","1.05"
"NIFTY INDIA CONSUMPTION","15 Jul 2013","28.03","4.34","1.06"
"NIFTY INDIA CONSUMPTION","12 Jul 2013","27.67","4.28","1.07"
"NIFTY INDIA CONSUMPTION","11 Jul 2013","27.63","4.28","1.07"
"NIFTY INDIA CONSUMPTION","10 Jul 2013","27.37","4.24","1.08"
"NIFTY INDIA CONSUMPTION","09 Jul 2013","27.57","4.27","1.07"
"NIFTY INDIA CONSUMPTION","08 Jul 2013","27.44","4.25","1.08"
"NIFTY INDIA CONSUMPTION","05 Jul 2013","27.48","4.26","1.08"
"NIFTY INDIA CONSUMPTION","04 Jul 2013","27.47","4.26","1.08"
"NIFTY INDIA CONSUMPTION","03 Jul 2013","27.15","4.21","1.09"
"NIFTY INDIA CONSUMPTION","02 Jul 2013","27.34","4.24","1.09"
"NIFTY INDIA CONSUMPTION","01 Jul 2013","27.45","4.25","1.08"
"NIFTY INDIA CONSUMPTION","28 Jun 2013","26.51","4.10","1.11"
"NIFTY INDIA CONSUMPTION","27 Jun 2013","25.97","4.01","1.14"
"NIFTY INDIA CONSUMPTION","26 Jun 2013","25.74","3.99","1.14"
"NIFTY INDIA CONSUMPTION","25 Jun 2013","25.86","4.01","1.13"
"NIFTY INDIA CONSUMPTION","24 Jun 2013","25.77","4.00","1.14"
"NIFTY INDIA CONSUMPTION","21 Jun 2013","26.32","4.08","1.11"
"NIFTY INDIA CONSUMPTION","20 Jun 2013","26.32","4.08","1.11"
"NIFTY INDIA CONSUMPTION","19 Jun 2013","26.84","4.16","1.09"
"NIFTY INDIA CONSUMPTION","18 Jun 2013","26.69","4.13","1.10"
"NIFTY INDIA CONSUMPTION","17 Jun 2013","26.63","4.12","1.10"
"NIFTY INDIA CONSUMPTION","14 Jun 2013","26.22","4.07","1.12"
"NIFTY INDIA CONSUMPTION","13 Jun 2013","25.79","4.00","1.13"
"NIFTY INDIA CONSUMPTION","12 Jun 2013","26.02","4.04","1.12"
"NIFTY INDIA CONSUMPTION","11 Jun 2013","26.38","4.09","1.11"
"NIFTY INDIA CONSUMPTION","10 Jun 2013","26.88","4.17","1.09"
"NIFTY INDIA CONSUMPTION","07 Jun 2013","26.50","4.21","1.09"
"NIFTY INDIA CONSUMPTION","06 Jun 2013","26.92","4.26","1.08"
"NIFTY INDIA CONSUMPTION","05 Jun 2013","26.79","4.28","1.07"
"NIFTY INDIA CONSUMPTION","04 Jun 2013","26.84","4.29","1.07"
"NIFTY INDIA CONSUMPTION","03 Jun 2013","26.66","4.26","1.08"
"NIFTY INDIA CONSUMPTION","31 May 2013","26.77","4.27","1.07"
"NIFTY INDIA CONSUMPTION","30 May 2013","27.08","4.32","1.06"
"NIFTY INDIA CONSUMPTION","29 May 2013","26.91","4.30","1.07"
"NIFTY INDIA CONSUMPTION","28 May 2013","26.91","4.30","1.07"
"NIFTY INDIA CONSUMPTION","27 May 2013","26.78","4.27","1.08"
"NIFTY INDIA CONSUMPTION","24 May 2013","26.49","4.22","1.09"
"NIFTY INDIA CONSUMPTION","23 May 2013","26.40","4.20","1.09"
"NIFTY INDIA CONSUMPTION","22 May 2013","26.83","4.26","1.08"
"NIFTY INDIA CONSUMPTION","21 May 2013","26.85","4.26","1.08"
"NIFTY INDIA CONSUMPTION","20 May 2013","27.02","4.28","1.07"
"NIFTY INDIA CONSUMPTION","17 May 2013","26.92","4.31","1.07"
"NIFTY INDIA CONSUMPTION","16 May 2013","26.88","4.30","1.07"
"NIFTY INDIA CONSUMPTION","15 May 2013","26.91","4.31","1.07"
"NIFTY INDIA CONSUMPTION","14 May 2013","26.49","4.24","1.08"
"NIFTY INDIA CONSUMPTION","13 May 2013","26.38","4.28","1.09"
"NIFTY INDIA CONSUMPTION","11 May 2013","26.82","4.35","1.07"
"NIFTY INDIA CONSUMPTION","10 May 2013","26.74","4.34","1.08"
"NIFTY INDIA CONSUMPTION","09 May 2013","26.46","4.30","1.09"
"NIFTY INDIA CONSUMPTION","08 May 2013","26.71","4.32","1.08"
"NIFTY INDIA CONSUMPTION","07 May 2013","27.35","4.34","1.07"
"NIFTY INDIA CONSUMPTION","06 May 2013","27.03","4.29","1.08"
"NIFTY INDIA CONSUMPTION","03 May 2013","26.85","4.26","1.09"
"NIFTY INDIA CONSUMPTION","02 May 2013","26.90","4.27","1.09"
"NIFTY INDIA CONSUMPTION","30 Apr 2013","26.71","4.23","1.10"
"NIFTY INDIA CONSUMPTION","29 Apr 2013","26.11","4.13","1.12"
"NIFTY INDIA CONSUMPTION","26 Apr 2013","25.71","4.07","1.14"
"NIFTY INDIA CONSUMPTION","25 Apr 2013","25.61","4.05","1.15"
"NIFTY INDIA CONSUMPTION","23 Apr 2013","25.31","4.01","1.16"
"NIFTY INDIA CONSUMPTION","22 Apr 2013","25.35","4.01","1.16"
